date,industry,oph,gva,hours
2008 Q2,J: 58 to 63,54.3172,41.6252,76.6335
2008 Q3,J: 58 to 63,54.2529,41.3225,76.1665
2008 Q4,J: 58 to 63,55.8809,41.6698,74.569
2009 Q1,J: 58 to 63,55.0305,42.6638,77.5275
2009 Q2,J: 58 to 63,55.118,42.8072,77.6646
2009 Q3,J: 58 to 63,57.0186,43.5463,76.3722
2009 Q4,J: 58 to 63,58.2542,44.1389,75.7695
2010 Q1,J: 58 to 63,59.3808,45.0215,75.8182
2010 Q2,J: 58 to 63,59.4269,45.2572,76.1562
2010 Q3,J: 58 to 63,58.5906,46.0728,78.6353
2010 Q4,J: 58 to 63,60.2781,47.8379,79.362
2011 Q1,J: 58 to 63,61.6237,49.4341,80.2192
2011 Q2,J: 58 to 63,62.0303,50.5715,81.5271
2011 Q3,J: 58 to 63,64.1772,52.6456,82.0317
2011 Q4,J: 58 to 63,62.29,52.4257,84.164
2012 Q1,J: 58 to 63,66.7674,54.9045,82.2324
2012 Q2,J: 58 to 63,66.5145,53.5536,80.5141
2012 Q3,J: 58 to 63,65.3741,53.6173,82.0162
2012 Q4,J: 58 to 63,66.791,54.7197,81.9267
2013 Q1,J: 58 to 63,66.1928,55.7233,84.1833
2013 Q2,J: 58 to 63,65.9943,55.4875,84.0793
2013 Q3,J: 58 to 63,67.1666,57.8356,86.1077
2013 Q4,J: 58 to 63,67.5904,59.1546,87.5192
2014 Q1,J: 58 to 63,68.1949,60.4704,88.673
2014 Q2,J: 58 to 63,70.6142,63.6086,90.0791
2014 Q3,J: 58 to 63,71.791,65.1475,90.746
2014 Q4,J: 58 to 63,72.0065,66.1319,91.8417
2015 Q1,J: 58 to 63,73.8101,67.5752,91.5528
2015 Q2,J: 58 to 63,75.4601,69.4454,92.0293
2015 Q3,J: 58 to 63,77.6792,70.1814,90.3477
2015 Q4,J: 58 to 63,79.0966,72.7939,92.0316
2016 Q1,J: 58 to 63,82.0078,75.0528,91.5191
2016 Q2,J: 58 to 63,82.4757,77.2161,93.6228
2016 Q3,J: 58 to 63,82.9611,79.4909,95.8171
2016 Q4,J: 58 to 63,83.7245,80.1281,95.7045
2017 Q1,J: 58 to 63,79.8623,78.6211,98.4458
2017 Q2,J: 58 to 63,78.2963,79.4112,101.424
2017 Q3,J: 58 to 63,82.6718,81.2559,98.2874
2017 Q4,J: 58 to 63,87.5117,84.203,96.2192
2018 Q1,J: 58 to 63,88.1703,86.5957,98.2141
2018 Q2,J: 58 to 63,92.6146,90.6132,97.839
2018 Q3,J: 58 to 63,94.7826,93.1588,98.2869
2018 Q4,J: 58 to 63,97.6948,95.9785,98.2432
2019 Q1,J: 58 to 63,99.3721,98.8459,99.4705
2019 Q2,J: 58 to 63,100.8131,100.0024,99.1958
2019 Q3,J: 58 to 63,100.3646,100.5185,100.1534
2019 Q4,J: 58 to 63,99.4593,100.6332,101.1803
2020 Q1,J: 58 to 63,101.2337,101.6846,100.4454
2020 Q2,J: 58 to 63,99.0785,94.5065,95.3855
2020 Q3,J: 58 to 63,99.8592,98.3552,98.4939
2020 Q4,J: 58 to 63,97.944,99.738,101.8316
2021 Q1,J: 58 to 63,101.5013,100.7447,99.2546
2021 Q2,J: 58 to 63,105.3194,104.4182,99.1443
2021 Q3,J: 58 to 63,106.8984,104.8611,98.0941
2021 Q4,J: 58 to 63,107.1692,107.5246,100.3316
2022 Q1,J: 58 to 63,110.3949,113.1319,102.4793
2022 Q2,J: 58 to 63,109.9768,113.8583,103.5294
2022 Q3,J: 58 to 63,107.5613,113.9029,105.8958
2022 Q4,J: 58 to 63,109.9231,115.2984,104.89
2023 Q1,J: 58 to 63,111.6696,116.8341,104.6248
1997 Q1,K: 64 to 66,74.6505,69.5613,93.1826
1997 Q2,K: 64 to 66,71.6388,67.9884,94.9044
1997 Q3,K: 64 to 66,72.2234,67.7242,93.7705
1997 Q4,K: 64 to 66,69.2907,64.9332,93.7112
1998 Q1,K: 64 to 66,78.3168,74.6444,95.3109
1998 Q2,K: 64 to 66,74.6813,70.8357,94.8507
1998 Q3,K: 64 to 66,71.6628,67.9835,94.8659
1998 Q4,K: 64 to 66,67.7282,64.077,94.6091
1999 Q1,K: 64 to 66,68.6213,65.7379,95.7982
1999 Q2,K: 64 to 66,69.5158,67.5995,97.2433
1999 Q3,K: 64 to 66,69.2684,68.8152,99.3458
1999 Q4,K: 64 to 66,74.5143,73.3895,98.4905
2000 Q1,K: 64 to 66,78.5745,75.5079,96.0972
2000 Q2,K: 64 to 66,75.0011,73.0544,97.4045
2000 Q3,K: 64 to 66,73.6678,71.3592,96.8662
2000 Q4,K: 64 to 66,70.4016,69.3191,98.4624
2001 Q1,K: 64 to 66,71.5982,70.4174,98.3509
2001 Q2,K: 64 to 66,70.9195,70.6694,99.6473
2001 Q3,K: 64 to 66,72.5819,72.597,100.0207
2001 Q4,K: 64 to 66,74.0261,74.3729,100.4685
2002 Q1,K: 64 to 66,76.0861,75.6082,99.3719
2002 Q2,K: 64 to 66,77.3254,76.0583,98.3613
2002 Q3,K: 64 to 66,77.0748,76.6625,99.465
2002 Q4,K: 64 to 66,78.9422,78.0715,98.897
2003 Q1,K: 64 to 66,78.8017,78.3895,99.4769
2003 Q2,K: 64 to 66,81.2338,79.8033,98.239
2003 Q3,K: 64 to 66,82.9282,81.1267,97.8277
2003 Q4,K: 64 to 66,79.9573,78.3234,97.9565
2004 Q1,K: 64 to 66,77.0891,75.7452,98.2566
2004 Q2,K: 64 to 66,82.3355,77.9173,94.634
2004 Q3,K: 64 to 66,87.7822,82.6922,94.2016
2004 Q4,K: 64 to 66,88.8347,85.7964,96.5798
2005 Q1,K: 64 to 66,92.872,90.2778,97.2066
2005 Q2,K: 64 to 66,95.1039,93.311,98.1148
2005 Q3,K: 64 to 66,95.6796,94.3066,98.565
2005 Q4,K: 64 to 66,93.0622,90.9015,97.6783
2006 Q1,K: 64 to 66,90.7199,87.883,96.8729
2006 Q2,K: 64 to 66,92.7818,88.8443,95.7562
2006 Q3,K: 64 to 66,91.3535,89.7616,98.2575
2006 Q4,K: 64 to 66,94.5919,93.4309,98.7726
2007 Q1,K: 64 to 66,107.3529,106.6401,99.336
2007 Q2,K: 64 to 66,108.4274,109.2355,100.7453
2007 Q3,K: 64 to 66,111.1967,112.6576,101.3138
2007 Q4,K: 64 to 66,113.6801,115.6909,101.7688
2008 Q1,K: 64 to 66,110.8484,114.5558,103.3446
2008 Q2,K: 64 to 66,111.1141,112.8802,101.5895
2008 Q3,K: 64 to 66,108.794,111.4541,102.4451
2008 Q4,K: 64 to 66,108.2095,111.5642,103.1002
2009 Q1,K: 64 to 66,108.2005,109.3113,101.0266
2009 Q2,K: 64 to 66,105.8538,106.3661,100.484
2009 Q3,K: 64 to 66,106.5608,104.1548,97.7422
2009 Q4,K: 64 to 66,106.2067,102.3887,96.4051
2010 Q1,K: 64 to 66,105.8877,101.3246,95.6907
2010 Q2,K: 64 to 66,105.0192,102.1171,97.2366
2010 Q3,K: 64 to 66,105.2835,102.4303,97.29
2010 Q4,K: 64 to 66,100.8181,100.4366,99.6217
2011 Q1,K: 64 to 66,96.2622,97.8046,101.6023
2011 Q2,K: 64 to 66,96.9883,97.3276,100.3498
2011 Q3,K: 64 to 66,99.2517,100.1578,100.9129
2011 Q4,K: 64 to 66,100.6082,101.2414,100.6294
2012 Q1,K: 64 to 66,99.5933,100.5736,100.9843
2012 Q2,K: 64 to 66,100.7011,102.7605,102.045
2012 Q3,K: 64 to 66,98.4556,101.4738,103.0655
2012 Q4,K: 64 to 66,95.4522,97.1661,101.7956
2013 Q1,K: 64 to 66,96.0114,96.5301,100.5403
2013 Q2,K: 64 to 66,95.8435,95.9064,100.0656
2013 Q3,K: 64 to 66,95.5013,95.515,100.0143
2013 Q4,K: 64 to 66,95.3421,94.6123,99.2346
2014 Q1,K: 64 to 66,91.8363,92.4989,100.7215
2014 Q2,K: 64 to 66,94.3202,94.9475,100.665
2014 Q3,K: 64 to 66,94.4007,95.2532,100.9031
2014 Q4,K: 64 to 66,97.4206,97.0414,99.6107
2015 Q1,K: 64 to 66,97.4461,95.7767,98.2869
2015 Q2,K: 64 to 66,91.6158,89.3629,97.5409
2015 Q3,K: 64 to 66,89.8014,87.0855,96.9756
2015 Q4,K: 64 to 66,91.7709,91.3149,99.5032
2016 Q1,K: 64 to 66,94.106,93.6192,99.4827
2016 Q2,K: 64 to 66,94.5306,94.7126,100.1926
2016 Q3,K: 64 to 66,97.5816,99.7664,102.2389
2016 Q4,K: 64 to 66,100.8061,100.3804,99.5777
2017 Q1,K: 64 to 66,104.4417,101.8383,97.5073
2017 Q2,K: 64 to 66,105.3509,103.7267,98.4584
2017 Q3,K: 64 to 66,106.2162,104.2575,98.1559
2017 Q4,K: 64 to 66,106.6702,104.2869,97.7657
2018 Q1,K: 64 to 66,107.6653,106.6156,99.0251
2018 Q2,K: 64 to 66,104.0955,103.8515,99.7655
2018 Q3,K: 64 to 66,100.8865,101.1974,100.3082
2018 Q4,K: 64 to 66,97.765,98.6436,100.8987
2019 Q1,K: 64 to 66,98.8104,98.8051,99.9946
2019 Q2,K: 64 to 66,98.5227,98.6656,100.1451
2019 Q3,K: 64 to 66,102.0411,101.2439,99.2187
2019 Q4,K: 64 to 66,100.6398,101.2855,100.6415
2020 Q1,K: 64 to 66,100.5766,100.8696,100.2913
2020 Q2,K: 64 to 66,98.4026,98.8002,100.404
2020 Q3,K: 64 to 66,99.9993,99.8593,99.8601
2020 Q4,K: 64 to 66,99.0628,101.4811,102.4413
2021 Q1,K: 64 to 66,101.3069,105.1479,103.7915
2021 Q2,K: 64 to 66,100.8839,105.3999,104.4764
2021 Q3,K: 64 to 66,102.3961,104.7663,102.3147
2021 Q4,K: 64 to 66,104.575,106.4762,101.818
2022 Q1,K: 64 to 66,103.4986,105.0623,101.5109
2022 Q2,K: 64 to 66,101.674,105.3436,103.6092
2022 Q3,K: 64 to 66,104.2354,105.2898,101.0115
2022 Q4,K: 64 to 66,100.0431,104.4606,104.4156
2023 Q1,K: 64 to 66,98.0698,104.9473,107.0129
1997 Q1,L: 68,145.4265,65.8748,45.2976
1997 Q2,L: 68,143.895,65.7493,45.6926
1997 Q3,L: 68,145.0696,65.1539,44.9121
1997 Q4,L: 68,145.7987,64.628,44.3269
1998 Q1,L: 68,144.8783,64.3756,44.4342
1998 Q2,L: 68,147.0493,65.1191,44.2839
1998 Q3,L: 68,142.8981,65.5272,45.8559
1998 Q4,L: 68,140.0321,66.0319,47.1548
1999 Q1,L: 68,140.1669,66.7755,47.64
1999 Q2,L: 68,136.7107,66.4762,48.6255
1999 Q3,L: 68,135.5063,67.3845,49.7279
1999 Q4,L: 68,135.2048,66.5322,49.2084
2000 Q1,L: 68,133.2393,65.5544,49.2005
2000 Q2,L: 68,136.2034,66.4294,48.7722
2000 Q3,L: 68,135.7535,67.2878,49.5662
2000 Q4,L: 68,132.3634,67.587,51.0617
2001 Q1,L: 68,131.7191,67.9029,51.5513
2001 Q2,L: 68,126.7816,67.4676,53.2156
2001 Q3,L: 68,127.7767,67.312,52.6794
2001 Q4,L: 68,126.7307,67.253,53.0677
2002 Q1,L: 68,127.552,67.9709,53.2888
2002 Q2,L: 68,129.1954,67.6807,52.3863
2002 Q3,L: 68,124.9763,67.4858,53.9989
2002 Q4,L: 68,127.1386,68.6631,54.0065
2003 Q1,L: 68,128.5404,70.732,55.0271
2003 Q2,L: 68,125.0454,70.9451,56.7354
2003 Q3,L: 68,125.569,70.3511,56.0259
2003 Q4,L: 68,123.9472,69.9763,56.4566
2004 Q1,L: 68,123.5493,70.5733,57.1216
2004 Q2,L: 68,122.5648,71.2519,58.1341
2004 Q3,L: 68,119.5668,70.9375,59.3288
2004 Q4,L: 68,110.6988,70.07,63.2979
2005 Q1,L: 68,112.8541,70.5144,62.4828
2005 Q2,L: 68,109.9463,70.7305,64.3319
2005 Q3,L: 68,107.3779,71.947,67.0036
2005 Q4,L: 68,105.5277,72.7208,68.9116
2006 Q1,L: 68,101.172,73.4145,72.564
2006 Q2,L: 68,98.5025,73.8558,74.9786
2006 Q3,L: 68,100.3237,73.9147,73.6762
2006 Q4,L: 68,97.4488,73.3948,75.3163
2007 Q1,L: 68,94.8784,72.8342,76.7658
2007 Q2,L: 68,95.5207,72.9853,76.4078
2007 Q3,L: 68,92.203,72.8009,78.9572
2007 Q4,L: 68,93.5285,73.422,78.5024
2008 Q1,L: 68,92.5084,73.5883,79.5476
2008 Q2,L: 68,93.8177,74.016,78.8934
2008 Q3,L: 68,93.0445,74.4104,79.9729
2008 Q4,L: 68,94.8189,74.8275,78.9162
2009 Q1,L: 68,101.7902,76.5141,75.1684
2009 Q2,L: 68,95.89,75.7328,78.9788
2009 Q3,L: 68,94.1267,75.757,80.484
2009 Q4,L: 68,94.1164,76.5912,81.3792
2010 Q1,L: 68,93.9332,77.7473,82.7687
2010 Q2,L: 68,92.3422,78.5347,85.0475
2010 Q3,L: 68,95.0252,79.3885,83.5447
2010 Q4,L: 68,95.5276,79.8208,83.5578
2011 Q1,L: 68,99.6799,79.4173,79.6723
2011 Q2,L: 68,101.9562,80.3406,78.7992
2011 Q3,L: 68,100.6571,81.3366,80.8056
2011 Q4,L: 68,98.7324,82.1708,83.2258
2012 Q1,L: 68,97.8104,83.9677,85.8474
2012 Q2,L: 68,101.0967,85.5107,84.583
2012 Q3,L: 68,102.0949,87.1172,85.3296
2012 Q4,L: 68,101.9007,87.7232,86.0869
2013 Q1,L: 68,103.9464,88.172,84.8246
2013 Q2,L: 68,103.909,88.7599,85.4208
2013 Q3,L: 68,98.0743,89.1846,90.9358
2013 Q4,L: 68,98.3302,89.0471,90.5592
2014 Q1,L: 68,98.1189,89.8027,91.5243
2014 Q2,L: 68,100.2756,91.0903,90.84
2014 Q3,L: 68,104.8532,92.2676,87.9969
2014 Q4,L: 68,98.8601,92.5502,93.6173
2015 Q1,L: 68,96.5681,92.5653,95.855
2015 Q2,L: 68,96.4359,94.2655,97.7494
2015 Q3,L: 68,100.0008,95.6468,95.646
2015 Q4,L: 68,103.9651,96.1531,92.4859
2016 Q1,L: 68,101.3303,96.5747,95.3068
2016 Q2,L: 68,99.4786,97.4225,97.9332
2016 Q3,L: 68,103.8103,96.8588,93.3036
2016 Q4,L: 68,97.6564,96.5656,98.8831
2017 Q1,L: 68,98.2058,97.1747,98.95
2017 Q2,L: 68,100.6759,97.1898,96.5373
2017 Q3,L: 68,102.03,96.7304,94.8059
2017 Q4,L: 68,99.5118,96.8059,97.2809
2018 Q1,L: 68,99.0977,97.5752,98.4636
2018 Q2,L: 68,102.4635,97.7021,95.3531
2018 Q3,L: 68,97.4608,98.6406,101.2106
2018 Q4,L: 68,101.1465,99.564,98.4355
2019 Q1,L: 68,105.6871,100.5297,95.1202
2019 Q2,L: 68,100.1623,99.8965,99.7346
2019 Q3,L: 68,96.1242,99.9615,103.992
2019 Q4,L: 68,98.4767,99.6124,101.1532
2020 Q1,L: 68,97.2444,100.6461,103.4981
2020 Q2,L: 68,110.675,99.833,90.2037
2020 Q3,L: 68,103.7765,99.7,96.0719
2020 Q4,L: 68,100.4336,99.9675,99.536
2021 Q1,L: 68,100.2147,100.6279,100.4124
2021 Q2,L: 68,90.6803,100.0809,110.3668
2021 Q3,L: 68,94.0502,99.5534,105.8513
2021 Q4,L: 68,95.3874,99.499,104.3104
2022 Q1,L: 68,99.7812,99.3736,99.5915
2022 Q2,L: 68,94.7729,99.6532,105.1495
2022 Q3,L: 68,98.2459,99.6471,101.4262
2022 Q4,L: 68,90.4452,99.57,110.0889
2023 Q1,L: 68,88.0938,99.4945,112.9415
1997 Q1,M: 69 to 75,96.5037,56.0474,58.078
1997 Q2,M: 69 to 75,96.4611,55.7943,57.8412
1997 Q3,M: 69 to 75,96.9084,57.158,58.9815
1997 Q4,M: 69 to 75,95.6715,56.7797,59.3486
1998 Q1,M: 69 to 75,93.0815,56.4884,60.687
1998 Q2,M: 69 to 75,98.6786,59.7222,60.522
1998 Q3,M: 69 to 75,98.7889,60.0407,60.7768
1998 Q4,M: 69 to 75,100.5332,61.2983,60.9732
1999 Q1,M: 69 to 75,97.9205,60.2748,61.5549
1999 Q2,M: 69 to 75,96.7334,60.8029,62.8562
1999 Q3,M: 69 to 75,97.0193,61.7583,63.6557
1999 Q4,M: 69 to 75,99.6012,64.0231,64.2794
2000 Q1,M: 69 to 75,96.3553,61.7992,64.1367
2000 Q2,M: 69 to 75,100.682,65.1691,64.7277
2000 Q3,M: 69 to 75,100.4048,65.934,65.6681
2000 Q4,M: 69 to 75,98.2219,65.2344,66.4153
2001 Q1,M: 69 to 75,98.1268,65.836,67.0927
2001 Q2,M: 69 to 75,97.4467,66.2906,68.0275
2001 Q3,M: 69 to 75,100.0515,66.8867,66.8523
2001 Q4,M: 69 to 75,99.2201,66.149,66.669
2002 Q1,M: 69 to 75,98.5111,65.1201,66.1043
2002 Q2,M: 69 to 75,103.2047,67.9946,65.8832
2002 Q3,M: 69 to 75,103.6911,68.8139,66.3644
2002 Q4,M: 69 to 75,103.304,69.1161,66.9055
2003 Q1,M: 69 to 75,106.2857,71.4135,67.1902
2003 Q2,M: 69 to 75,102.3317,70.1722,68.5733
2003 Q3,M: 69 to 75,103.6442,71.7402,69.2177
2003 Q4,M: 69 to 75,110.1228,75.8777,68.9028
2004 Q1,M: 69 to 75,109.7473,75.8614,69.1237
2004 Q2,M: 69 to 75,111.5428,76.6154,68.687
2004 Q3,M: 69 to 75,111.794,77.5382,69.3581
2004 Q4,M: 69 to 75,108.1321,76.5637,70.8057
2005 Q1,M: 69 to 75,106.8964,76.8413,71.8839
2005 Q2,M: 69 to 75,105.1863,76.6399,72.8611
2005 Q3,M: 69 to 75,104.626,77.7723,74.3336
2005 Q4,M: 69 to 75,109.5629,81.8064,74.6661
2006 Q1,M: 69 to 75,111.0314,83.7499,75.429
2006 Q2,M: 69 to 75,111.2795,84.0983,75.574
2006 Q3,M: 69 to 75,111.3334,83.7173,75.1951
2006 Q4,M: 69 to 75,109.4034,83.916,76.7033
2007 Q1,M: 69 to 75,110.1585,85.2634,77.4006
2007 Q2,M: 69 to 75,109.1563,85.1899,78.044
2007 Q3,M: 69 to 75,108.6798,86.3794,79.4807
2007 Q4,M: 69 to 75,108.1347,85.8568,79.398
2008 Q1,M: 69 to 75,109.4015,87.3158,79.8123
2008 Q2,M: 69 to 75,108.823,85.6363,78.6932
2008 Q3,M: 69 to 75,106.6492,83.2327,78.0435
2008 Q4,M: 69 to 75,110.847,82.3399,74.2825
2009 Q1,M: 69 to 75,109.8343,80.3174,73.126
2009 Q2,M: 69 to 75,110.7371,81.0632,73.2033
2009 Q3,M: 69 to 75,110.6744,81.1286,73.3038
2009 Q4,M: 69 to 75,108.1033,80.0261,74.0274
2010 Q1,M: 69 to 75,109.4712,81.5342,74.48
2010 Q2,M: 69 to 75,111.0935,83.0313,74.74
2010 Q3,M: 69 to 75,113.1006,84.2372,74.4799
2010 Q4,M: 69 to 75,112.5254,83.6465,74.3356
2011 Q1,M: 69 to 75,109.3266,82.4461,75.4126
2011 Q2,M: 69 to 75,112.3439,82.5413,73.472
2011 Q3,M: 69 to 75,108.984,82.3236,75.5373
2011 Q4,M: 69 to 75,108.2677,82.3889,76.0974
2012 Q1,M: 69 to 75,110.5794,84.9803,76.85
2012 Q2,M: 69 to 75,104.6138,82.0704,78.4508
2012 Q3,M: 69 to 75,104.5608,83.7281,80.076
2012 Q4,M: 69 to 75,105.3597,84.7489,80.4377
2013 Q1,M: 69 to 75,106.8817,86.6244,81.047
2013 Q2,M: 69 to 75,105.7541,87.422,82.6654
2013 Q3,M: 69 to 75,106.8277,89.6868,83.9546
2013 Q4,M: 69 to 75,105.7076,89.2077,84.391
2014 Q1,M: 69 to 75,104.4243,90.4136,86.5829
2014 Q2,M: 69 to 75,101.9841,90.7565,88.9908
2014 Q3,M: 69 to 75,103.1948,92.172,89.3185
2014 Q4,M: 69 to 75,104.3493,93.5222,89.6241
2015 Q1,M: 69 to 75,102.9069,94.151,91.4914
2015 Q2,M: 69 to 75,106.215,96.8676,91.1995
2015 Q3,M: 69 to 75,106.3404,97.5318,91.7166
2015 Q4,M: 69 to 75,103.3271,98.1143,94.9551
2016 Q1,M: 69 to 75,104.5358,97.8611,93.6149
2016 Q2,M: 69 to 75,104.2425,98.5362,94.526
2016 Q3,M: 69 to 75,102.5779,98.1524,95.6857
2016 Q4,M: 69 to 75,101.4127,99.067,97.687
2017 Q1,M: 69 to 75,104.0806,99.116,95.2301
2017 Q2,M: 69 to 75,105.5614,99.4889,94.2474
2017 Q3,M: 69 to 75,111.6999,101.0786,90.4912
2017 Q4,M: 69 to 75,110.0498,101.7346,92.4442
2018 Q1,M: 69 to 75,107.7734,101.8789,94.5306
2018 Q2,M: 69 to 75,107.0181,100.9344,94.3152
2018 Q3,M: 69 to 75,103.8776,100.6621,96.9046
2018 Q4,M: 69 to 75,101.5828,99.9843,98.4264
2019 Q1,M: 69 to 75,98.4246,98.3375,99.9115
2019 Q2,M: 69 to 75,98.8925,99.1759,100.2866
2019 Q3,M: 69 to 75,101.534,101.2392,99.7097
2019 Q4,M: 69 to 75,101.1541,101.2474,100.0922
2020 Q1,M: 69 to 75,100.8433,99.3746,98.5436
2020 Q2,M: 69 to 75,97.5173,85.3941,87.5681
2020 Q3,M: 69 to 75,98.8056,90.5605,91.6553
2020 Q4,M: 69 to 75,97.5572,94.7525,97.1251
2021 Q1,M: 69 to 75,100.1436,97.6379,97.4979
2021 Q2,M: 69 to 75,102.757,100.8146,98.1097
2021 Q3,M: 69 to 75,103.938,103.2781,99.3651
2021 Q4,M: 69 to 75,103.4553,104.8514,101.3494
2022 Q1,M: 69 to 75,103.8575,106.2614,102.3146
2022 Q2,M: 69 to 75,105.275,108.0689,102.6539
2022 Q3,M: 69 to 75,104.6964,108.2567,103.4006
2022 Q4,M: 69 to 75,105.4509,108.5643,102.9525
2023 Q1,M: 69 to 75,103.2493,108.5071,105.0924
1997 Q1,N: 77 to 82,93.4602,52.6597,56.3445
1997 Q2,N: 77 to 82,96.341,54.024,56.0758
1997 Q3,N: 77 to 82,100.065,56.7446,56.7078
1997 Q4,N: 77 to 82,98.4354,56.5756,57.4748
1998 Q1,N: 77 to 82,92.5837,53.3792,57.6551
1998 Q2,N: 77 to 82,94.4103,55.7382,59.0382
1998 Q3,N: 77 to 82,91.7686,55.0659,60.0051
1998 Q4,N: 77 to 82,95.5804,56.5677,59.1834
1999 Q1,N: 77 to 82,89.9737,55.1838,61.3333
1999 Q2,N: 77 to 82,90.4342,55.2192,61.0601
1999 Q3,N: 77 to 82,89.0551,54.7828,61.5156
1999 Q4,N: 77 to 82,88.8067,55.9229,62.9716
2000 Q1,N: 77 to 82,85.3611,54.3975,63.7263
2000 Q2,N: 77 to 82,86.0696,55.1759,64.1062
2000 Q3,N: 77 to 82,88.0465,57.2636,65.0379
2000 Q4,N: 77 to 82,87.6437,58.6593,66.9293
2001 Q1,N: 77 to 82,88.1664,59.0879,67.0186
2001 Q2,N: 77 to 82,88.7541,60.5111,68.1784
2001 Q3,N: 77 to 82,88.1721,59.7523,67.7678
2001 Q4,N: 77 to 82,84.5262,56.8272,67.2303
2002 Q1,N: 77 to 82,84.2946,56.0959,66.5474
2002 Q2,N: 77 to 82,87.4901,58.8087,67.2176
2002 Q3,N: 77 to 82,86.9015,58.8245,67.691
2002 Q4,N: 77 to 82,88.9164,59.6068,67.0369
2003 Q1,N: 77 to 82,86.569,58.5532,67.6376
2003 Q2,N: 77 to 82,84.8864,57.586,67.8389
2003 Q3,N: 77 to 82,87.8529,59.3002,67.4994
2003 Q4,N: 77 to 82,90.1571,60.4207,67.0171
2004 Q1,N: 77 to 82,87.751,61.0969,69.6253
2004 Q2,N: 77 to 82,87.7708,61.2424,69.7753
2004 Q3,N: 77 to 82,84.5723,60.2949,71.2939
2004 Q4,N: 77 to 82,83.6339,60.2752,72.0703
2005 Q1,N: 77 to 82,83.4036,60.1809,72.1562
2005 Q2,N: 77 to 82,84.3392,60.7706,72.055
2005 Q3,N: 77 to 82,84.7166,63.1767,74.5742
2005 Q4,N: 77 to 82,87.8174,66.436,75.6524
2006 Q1,N: 77 to 82,85.9393,65.2054,75.8738
2006 Q2,N: 77 to 82,84.755,64.1124,75.6444
2006 Q3,N: 77 to 82,85.8304,64.3208,74.9395
2006 Q4,N: 77 to 82,86.9246,65.5003,75.353
2007 Q1,N: 77 to 82,86.7862,66.9904,77.1901
2007 Q2,N: 77 to 82,86.2389,67.6116,78.4003
2007 Q3,N: 77 to 82,87.5069,69.3847,79.2905
2007 Q4,N: 77 to 82,86.1021,69.1999,80.3696
2008 Q1,N: 77 to 82,88.6289,71.9835,81.219
2008 Q2,N: 77 to 82,86.5734,70.69,81.6532
2008 Q3,N: 77 to 82,83.9755,69.711,83.0135
2008 Q4,N: 77 to 82,83.1381,68.1148,81.9297
2009 Q1,N: 77 to 82,83.279,65.288,78.3967
2009 Q2,N: 77 to 82,88.3137,67.4386,76.3625
2009 Q3,N: 77 to 82,88.0765,66.4478,75.4433
2009 Q4,N: 77 to 82,86.4757,66.0429,76.3716
2010 Q1,N: 77 to 82,88.6177,69.0427,77.9107
2010 Q2,N: 77 to 82,86.7609,68.0912,78.4814
2010 Q3,N: 77 to 82,87.314,68.1187,78.0159
2010 Q4,N: 77 to 82,85.9579,67.8278,78.9082
2011 Q1,N: 77 to 82,90.0649,71.1028,78.9462
2011 Q2,N: 77 to 82,89.1854,71.7358,80.4345
2011 Q3,N: 77 to 82,86.3501,71.7515,83.0938
2011 Q4,N: 77 to 82,85.9897,71.1225,82.7105
2012 Q1,N: 77 to 82,86.2686,73.5404,85.2459
2012 Q2,N: 77 to 82,83.762,72.6047,86.6797
2012 Q3,N: 77 to 82,86.4478,75.5573,87.4022
2012 Q4,N: 77 to 82,91.2113,78.4627,86.0231
2013 Q1,N: 77 to 82,89.502,78.6947,87.9251
2013 Q2,N: 77 to 82,95.0356,81.9422,86.2226
2013 Q3,N: 77 to 82,97.4165,83.9512,86.1776
2013 Q4,N: 77 to 82,100.1023,86.1726,86.0845
2014 Q1,N: 77 to 82,100.152,86.7466,86.6149
2014 Q2,N: 77 to 82,99.4473,88.2367,88.727
2014 Q3,N: 77 to 82,98.7224,89.4515,90.6092
2014 Q4,N: 77 to 82,96.8886,90.1042,92.9977
2015 Q1,N: 77 to 82,97.6802,91.2011,93.3671
2015 Q2,N: 77 to 82,98.5348,93.0489,94.4326
2015 Q3,N: 77 to 82,99.5437,95.4276,95.865
2015 Q4,N: 77 to 82,95.3266,93.6819,98.2747
2016 Q1,N: 77 to 82,96.2951,94.1341,97.7558
2016 Q2,N: 77 to 82,94.1469,94.0122,99.8569
2016 Q3,N: 77 to 82,97.3769,95.3529,97.9214
2016 Q4,N: 77 to 82,99.9031,97.0238,97.1179
2017 Q1,N: 77 to 82,100.0397,99.6068,99.5673
2017 Q2,N: 77 to 82,99.6067,99.1744,99.5659
2017 Q3,N: 77 to 82,99.8696,99.7091,99.8392
2017 Q4,N: 77 to 82,99.9066,99.3749,99.4678
2018 Q1,N: 77 to 82,98.0124,98.7498,100.7523
2018 Q2,N: 77 to 82,99.5912,99.8467,100.2565
2018 Q3,N: 77 to 82,99.3657,99.7838,100.4207
2018 Q4,N: 77 to 82,98.8536,99.7838,100.9409
2019 Q1,N: 77 to 82,99.1106,98.62,99.505
2019 Q2,N: 77 to 82,98.6771,97.6804,98.9899
2019 Q3,N: 77 to 82,100.2819,100.2988,100.0168
2019 Q4,N: 77 to 82,101.8845,103.4008,101.4883
2020 Q1,N: 77 to 82,103.7434,104.6865,100.9091
2020 Q2,N: 77 to 82,97.108,74.8142,77.0423
